Symbol	Trade Type	Entry DateTime	Exit DateTime	Entry Price	Exit Price	Trade Quantity	Max Open Quantity	Max Closed Quantity	Profit/Loss (C)	Cumulative Profit/Loss (C)	FlatToFlat Profit/Loss (C)	FlatToFlat Max Open Profit (C)	FlatToFlat Max Open Loss (C)	Max Open Profit (C)	Max Open Loss (C)	Entry Efficiency	Exit Efficiency	Total Efficiency	Commission (C)	High Price While Open	Low Price While Open	Note	Open Position Quantity	Close Position Quantity	Duration	Account	Highest Cumulative P/L (C)	Lowest Cumulative P/L (C)	Maximum Runup (C)	Maximum Drawdown (C)
MNQH26	Long	2026-03-05  10:06:05.665 BP	2026-03-05  10:07:51.225	25171.75	25151.75	1	2	1	-40.00	-585.50	-40.00	16.50	-40.00	16.50	-40.00	100.0%	0.0%	-70.8%	0.00	25180.00	25151.75	20_pts_SL_40_60_pts_TP.twconfig	1	1	00:01:45	19850621	0.00	-585.50	0.00	-585.50
MNQH26	Long	2026-03-05  10:06:05.665	2026-03-05  10:07:51.225 EP	25171.75	25151.75	1	2	2	-40.00	-625.50	-80.00 F	33.00	-80.00	16.50	-40.00	100.0%	35.4%	-35.4%	0.00	25180.00	25151.75	20_pts_SL_40_60_pts_TP.twconfig	2	0	00:01:45	19850621	0.00	-625.50	0.00	-625.50
MNQH26	Long	2026-03-05  10:09:30.130 BP	2026-03-05  10:17:35.780	25139.50	25126.75	1	2	1	-25.50	-651.00	-25.50	85.00	-25.50	85.00	-25.50	100.0%	0.0%	-23.1%	0.00	25182.00	25126.75	20_pts_SL_40_60_pts_TP.twconfig	1	1	00:08:05	19850621	0.00	-651.00	0.00	-651.00
MNQH26	Long	2026-03-05  10:09:30.130	2026-03-05  10:17:35.780 EP	25139.50	25126.75	1	2	2	-25.50	-676.50	-51.00 F	170.00	-51.00	85.00	-25.50	100.0%	11.5%	-11.5%	0.00	25182.00	25126.75	20_pts_SL_40_60_pts_TP.twconfig	2	0	00:08:05	19850621	0.00	-676.50	0.00	-676.50
MNQH26	Long	2026-03-05  10:19:55.851 BP	2026-03-05  10:20:02.393	25118.50	25099.00	1	2	1	-39.00	-715.50	-39.00	0.00	-39.00	0.00	-39.00	100.0%	0.0%	-100.0%	0.00	25118.50	25099.00	20_pts_SL_40_60_pts_TP.twconfig	1	1	00:00:06	19850621	0.00	-715.50	0.00	-715.50
MNQH26	Long	2026-03-05  10:19:55.851	2026-03-05  10:20:02.393 EP	25118.50	25099.00	1	2	2	-39.00	-754.50	-78.00 F	0.00	-78.00	0.00	-39.00	100.0%	50.0%	-50.0%	0.00	25118.50	25099.00	20_pts_SL_40_60_pts_TP.twconfig	2	0	00:00:06	19850621	0.00	-754.50	0.00	-754.50
MNQH26	Short	2026-03-05  10:20:27.305 BP	2026-03-05  10:22:08.412	25089.50	25074.25	1	8	1	30.50	-724.00	30.50	30.50	-34.50	30.50	-34.50	100.0%	100.0%	46.9%	0.00	25106.75	25074.25	20_pts_SL_40_60_pts_TP.twconfig	1	7	00:01:41	19850621	0.00	-754.50	30.50	-754.50
MNQH26	Short	2026-03-05  10:20:27.305	2026-03-05  10:22:08.664	25089.50	25071.25	1	8	2	36.50	-687.50	67.00	67.00	-69.00	36.50	-34.50	100.0%	77.6%	26.8%	0.00	25106.75	25071.25	20_pts_SL_40_60_pts_TP.twconfig	2	6	00:01:41	19850621	0.00	-754.50	67.00	-754.50
MNQH26	Short	2026-03-05  10:20:27.670	2026-03-05  10:22:12.117	25089.25	25067.00	1	8	3	44.50	-643.00	111.50	111.50	-104.00	44.50	-35.00	0.0%	68.9%	20.6%	0.00	25106.75	25067.00	20_pts_SL_40_60_pts_TP.twconfig	3	5	00:01:44	19850621	0.00	-754.50	111.50	-754.50
MNQH26	Short	2026-03-05  10:20:27.670	2026-03-05  10:22:22.942	25089.25	25062.25	1	8	4	54.00	-589.00	165.50	165.50	-139.00	54.00	-35.00	0.0%	63.4%	17.7%	0.00	25106.75	25062.25	20_pts_SL_40_60_pts_TP.twconfig	4	4	00:01:55	19850621	0.00	-754.50	165.50	-754.50
MNQH26	Short	2026-03-05  10:20:28.064	2026-03-05  10:22:24.854	25089.75	25057.00	1	8	5	65.50	-523.50	231.00	231.00	-173.00	65.50	-34.00	100.0%	59.0%	16.2%	0.00	25106.75	25057.00	20_pts_SL_40_60_pts_TP.twconfig	5	3	00:01:56	19850621	0.00	-754.50	231.00	-754.50
MNQH26	Short	2026-03-05  10:20:28.064	2026-03-05  10:22:24.854	25089.75	25052.75	1	8	6	74.00	-449.50	305.00	305.00	-207.00	74.00	-34.00	100.0%	54.9%	14.5%	0.00	25106.75	25052.75	20_pts_SL_40_60_pts_TP.twconfig	6	2	00:01:56	19850621	0.00	-754.50	305.00	-754.50
MNQH26	Short	2026-03-05  10:20:28.348	2026-03-05  10:22:24.854	25090.25	25049.00	1	8	7	82.50	-367.00	387.50	387.50	-240.00	82.50	-33.00	100.0%	51.4%	13.1%	0.00	25106.75	25049.00	20_pts_SL_40_60_pts_TP.twconfig	7	1	00:01:56	19850621	0.00	-754.50	387.50	-754.50
MNQH26	Short	2026-03-05  10:20:28.348	2026-03-05  10:22:24.854 EP	25090.25	25043.00	1	8	8	94.50	-272.50	482.00 F	482.00	-273.00	94.50	-33.00	100.0%	48.7%	12.5%	0.00	25106.75	25043.00	20_pts_SL_40_60_pts_TP.twconfig	8	0	00:01:56	19850621	0.00	-754.50	482.00	-754.50
MNQH26	Short	2026-03-06  09:36:51.749 BP	2026-03-06  09:37:13.437 EP	24619.75	24639.50	2	2	2	-79.00	-351.50	-79.00 F	13.00	-79.00	13.00	-79.00	100.0%	0.0%	-85.9%	0.00	24639.50	24616.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:21	19850621	0.00	-754.50	482.00	-754.50
MNQH26	Long	2026-03-06  09:38:22.508 BP	2026-03-06  09:40:16.556 EP	24657.00	24706.50	2	2	2	198.00	-153.50	198.00 F	198.00	-78.00	198.00	-78.00	100.0%	100.0%	71.7%	0.00	24706.50	24637.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:01:54	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:44:06.629 BP	2026-03-06  09:44:21.719 EP	24712.25	24692.25	2	2	2	-80.00	-233.50	-80.00 F	37.00	-80.00	37.00	-80.00	100.0%	0.0%	-68.4%	0.00	24721.50	24692.25	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:15	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:45:16.106 BP	2026-03-06  09:45:45.654 EP	24689.00	24684.50	2	2	2	-18.00	-251.50	-18.00 F	111.00	-21.00	111.00	-21.00	100.0%	2.3%	-13.6%	0.00	24716.75	24683.75	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:29	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:47:35.985 BP	2026-03-06  09:49:13.422 EP	24662.50	24667.75	2	2	2	21.00	-230.50	21.00 F	127.00	-44.00	127.00	-44.00	100.0%	38.0%	12.3%	0.00	24694.25	24651.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:01:37	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:51:52.777 BP	2026-03-06  09:52:02.957 EP	24734.25	24714.50	2	2	2	-79.00	-309.50	-79.00 F	0.00	-79.00	0.00	-79.00	100.0%	0.0%	-100.0%	0.00	24734.25	24714.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:10	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:53:11.354 BP	2026-03-06  09:53:27.939 EP	24709.50	24690.00	2	2	2	-78.00	-387.50	-78.00 F	16.00	-78.00	16.00	-78.00	100.0%	0.0%	-83.0%	0.00	24713.50	24690.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:16	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:54:16.318 BP	2026-03-06  09:55:01.978 EP	24695.25	24676.25	2	2	2	-76.00	-463.50	-76.00 F	45.00	-76.00	45.00	-76.00	100.0%	0.0%	-62.8%	0.00	24706.50	24676.25	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:45	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:57:01.631 BP	2026-03-06  09:57:13.327 EP	24677.00	24657.00	2	2	2	-80.00	-543.50	-80.00 F	5.00	-80.00	5.00	-80.00	100.0%	0.0%	-94.1%	0.00	24678.25	24657.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:11	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  09:57:26.834 BP	2026-03-06  10:00:38.955 EP	24673.00	24740.25	2	2	2	269.00	-274.50	269.00 F	403.00	-165.00	403.00	-165.00	100.0%	76.4%	47.4%	0.00	24773.75	24631.75	20_pts_SL_60_pts_TP.twconfig	2	0	00:03:12	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  10:01:03.800 BP	2026-03-06  10:01:28.175 EP	24760.00	24740.00	2	2	2	-80.00	-354.50	-80.00 F	23.00	-80.00	23.00	-80.00	100.0%	0.0%	-77.7%	0.00	24765.75	24740.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:24	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  10:02:03.043 BP	2026-03-06  10:07:20.356	24751.25	24751.25	2	4	2	0.00	-354.50	0.00	106.00	-131.00	106.00	-131.00	100.0%	55.3%	0.0%	0.00	24777.75	24718.50	20_pts_SL_60_pts_TP.twconfig	2	2	00:05:17	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  10:06:02.000	2026-03-06  10:07:20.356 EP	24739.75	24751.25	2	4	4	46.00	-308.50	46.00 F	220.00	-176.00	114.00	-45.00	64.1%	56.1%	11.6%	0.00	24768.25	24728.50	20_pts_SL_60_pts_TP.twconfig	4	0	00:01:18	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  10:10:29.848 BP	2026-03-06  10:10:51.712 EP	24686.75	24667.75	2	2	2	-76.00	-384.50	-76.00 F	19.00	-76.00	19.00	-76.00	100.0%	0.0%	-80.0%	0.00	24691.50	24667.75	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:21	19850621	0.00	-754.50	601.00	-754.50
MNQH26	Long	2026-03-06  10:11:10.287 BP	2026-03-06  10:30:03.317	24689.00	24830.50	1	2	1	283.00	-101.50	283.00	283.00	-10.00	283.00	-10.00	100.0%	100.0%	96.6%	0.00	24830.50	24684.00	20_pts_SL_60_pts_TP.twconfig	2	1	00:18:53	19850621	0.00	-754.50	653.00	-754.50
MNQH26	Long	2026-03-06  10:11:10.287	2026-03-06  10:49:23.852 EP	24689.00	24796.25	1	2	2	214.50	113.00	497.50 F	690.50	-20.00	407.50	-10.00	100.0%	33.0%	30.2%	0.00	24892.75	24684.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:38:13	19850621	113.00	-754.50	867.50	-754.50
MNQH26	Long	2026-03-09  10:42:43.243 BP	2026-03-09  10:46:22.642	24490.75	24553.25	1	2	1	125.00	238.00	125.00	141.00	-2.50	141.00	-2.50	100.0%	88.9%	87.1%	0.00	24561.25	24489.50	20_pts_SL_60_pts_TP.twconfig	2	1	00:03:39	19850621	238.00	-754.50	992.50	-754.50
MNQH26	Long	2026-03-09  10:42:43.243	2026-03-09  11:11:42.401 EP	24490.75	24571.25	1	2	2	161.00	399.00	286.00 F	355.50	-5.00	214.50	-2.50	100.0%	46.0%	44.7%	0.00	24598.00	24489.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:28:59	19850621	399.00	-754.50	1153.50	-754.50
MNQH26	Long	2026-03-10  11:11:51.121 BP	2026-03-10  11:13:04.821 EP	25143.75	25129.25	1	1	1	-29.00	370.00	-29.00 F	1.50	-32.50	1.50	-32.50	100.0%	10.3%	-85.3%	0.00	25144.50	25127.50	CleanOrder.twconfig	1	0	00:01:13	19850621	399.00	-754.50	1153.50	-754.50
MNQH26	Long	2026-03-10  11:37:53.264 BP	2026-03-10  11:45:15.154 EP	25131.25	25144.75	2	2	2	54.00	424.00	54.00 F	163.00	-31.00	163.00	-31.00	100.0%	43.8%	27.8%	0.00	25172.00	25123.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:07:21	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Long	2026-03-10  11:50:28.267 BP	2026-03-10  11:51:22.813 EP	25161.25	25149.25	2	2	2	-48.00	376.00	-48.00 F	9.00	-53.00	9.00	-53.00	100.0%	8.1%	-77.4%	0.00	25163.50	25148.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:54	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Short	2026-03-10  12:07:50.293 BP	2026-03-10  12:09:29.230 EP	25082.50	25102.25	2	2	2	-79.00	297.00	-79.00 F	2.00	-80.00	2.00	-80.00	100.0%	1.2%	-96.3%	0.00	25102.50	25082.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:01:38	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Short	2026-03-10  12:09:56.489 BP	2026-03-10  12:09:58.962 EP	25101.50	25101.25	2	2	2	1.00	298.00	1.00 F	3.00	-3.00	3.00	-3.00	100.0%	66.7%	16.7%	0.00	25102.25	25100.75	20_pts_SL_60_pts_TP.twconfig	2	0	00:00:02	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Long	2026-03-10  12:10:32.315 BP	2026-03-10  12:12:32.129 EP	25117.50	25111.00	2	2	2	-26.00	272.00	-26.00 F	50.00	-28.00	50.00	-28.00	100.0%	2.6%	-33.3%	0.00	25130.00	25110.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:01:59	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Long	2026-03-10  12:14:00.291 BP	2026-03-10  12:17:39.922 EP	25113.00	25114.75	2	2	2	7.00	279.00	7.00 F	42.00	-23.00	42.00	-23.00	100.0%	46.2%	10.8%	0.00	25123.50	25107.25	20_pts_SL_60_pts_TP.twconfig	2	0	00:03:39	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Short	2026-03-11  09:53:49.946 BP	2026-03-11  09:57:23.850 EP	25053.00	25052.00	2	2	2	4.00	283.00	4.00 F	86.00	-49.00	86.00	-49.00	100.0%	39.3%	3.0%	0.00	25065.25	25031.50	20_pts_SL_60_pts_TP.twconfig	2	0	00:03:33	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Long	2026-03-11  10:03:37.276 BP	2026-03-11  10:06:52.248 EP	25108.25	25107.75	2	2	2	-2.00	281.00	-2.00 F	164.00	-24.00	164.00	-24.00	100.0%	11.7%	-1.1%	0.00	25149.25	25102.25	20_pts_SL_60_pts_TP.twconfig	2	0	00:03:14	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Short	2026-03-11  10:24:58.589 BP	2026-03-11  10:28:36.190 EP	25022.50	24992.75	2	2	2	119.00	400.00	119.00 F	175.00	-14.00	175.00	-14.00	100.0%	70.4%	63.0%	0.00	25026.00	24978.75	20_pts_SL_60_pts_TP.twconfig	2	0	00:03:37	19850621	424.00	-754.50	1178.50	-754.50
MNQH26	Short	2026-03-11  10:31:21.793 BP	2026-03-11  10:34:21.212 EP	25021.00	24961.00	2	2	2	240.00	640.00	240.00 F	240.00	-8.00	240.00	-8.00	100.0%	100.0%	96.8%	0.00	25023.00	24961.00	20_pts_SL_60_pts_TP.twconfig	2	0	00:02:59	19850621	640.00	-754.50	1394.50	-754.50
									Total: 640.00																					
